analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
NA,NA,13.7,19.6,NA,5.29,NA,NA,11.2,1.75,0.25,0.46,32.43,1.14,0.3,42.6,60.77,2.3,2.5,1.1,0.8,0.1,NA,NA,NA,NA,NA,NA,5.9,70,2.35,NA,0-11,NA,7.1,NA,NA,,NA,10YR 3/2,10YR 5/2,Hierro Manganeso escasas pequeños,NA,muy friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,Lentes de Fe Mg,A,H,5212,claro,suave,"escaso, débil, fino",1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,5.29,11,0,abundantes,franco arcillo limoso
NA,NA,16.2,19.4,NA,6.07,NA,NA,13.9,1.2,0.19,0.92,31.64,1.71,0.24,42.93,59.56,2.5,3.2,2.2,0.8,0.1,NA,NA,NA,NA,NA,NA,3.2,84,4.74,NA,11-20,NA,7.1,NA,NA,Barnices de arcillas aluvial escasos finos,NA,10YR 3/1,10YR 6/1,Hierro Manganeso abundantes pequeños,NA,friable,adhesivo,plástico,bloques subangulares,medios,moderado,Granos de arena,BA,H,5228,claro,suave,,1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,6.07,20,11,comunes,franco arcillo limoso
NA,NA,23.84,26.4,NA,6.39,NA,NA,19.2,2.9,0.24,1.5,37.94,1.08,0.15,41.08,56.26,1.5,2.3,1.4,0.5,0.1,NA,NA,NA,NA,NA,NA,2.56,90,5.68,NA,20-36,NA,7.2,NA,NA,Barnices de arcilla aluvial abundantes finos,NA,10YR 3/1,10YR 5/1,Hierro Manganeso abundantes pequeños,NA,firme,muy adhesivo,muy plástico,bloques angulares,medios,fuerte,Raíces aplanadas,Bt,H,5350,gradual,suave,,1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,6.39,36,20,escasa,franco arcillo limoso
NA,NA,27.36,28.83,NA,7.41,NA,NA,20.48,4.46,0.24,2.16,39.9,0.57,0.11,40.4,54.54,1.6,1.8,1.5,0.46,0.13,NA,NA,NA,NA,NA,NA,1.47,95,7.44,NA,36-72,NA,5.5,NA,NA,Barnices de arcilla aluvial  abundantes finos,NA,10YR 3/1,10YR 5/1,Hierro Manganeso abudantes pequeños,NA,firme,muy adhesivo,muy plástico,prismas compuestos irregulares,muy finos,fuerte,"Raíces aplanadas, chorreaduras, gravillas.",Btss,F,5351,gradual,suave,,1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,7.41,72,36,No presentes,franco arcillo limoso
NA,NA,30.5,30.5,NA,8.16,NA,NA,23.3,4.6,0.29,2.3,42.27,0.3,0.09,43.52,52.73,1.1,1.9,1.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,100,7.54,NA,72-84,NA,3.3,NA,NA,,NA,10YR 4/2,10YR 7/3,,NA,firme,muy adhesivo,muy plástico,,muy finos,fuerte,chorreaduras,Btk,F,5352,claro,suave,,1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,8.16,84,72,No presentes,arcilloso limoso
NA,NA,31.1,31.1,NA,8.41,NA,NA,23.86,4.46,0.27,2.46,42.34,0.14,0.06,42.01,53.16,1.3,1.6,1.1,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,100,7.91,NA,84,NA,2.3,NA,NA,,NA,7.5YR 5/1,10YR 7/3,,NA,firme,muy adhesivo,muy plástico,,muy finos,fuerte,,CK,F,5353,,,,1287,CFI 1794,11,90,Serra Geral,modal,1987-06-15,"Ñandubay (Prosopis affinis) prado de axonopus spp., Sporobolus spp., matas de cola de zorro (Echizachirium sp.)",NA,true,e,NA,"En el campo de la Sra. Sarli de Silva, a 1000 metros al Este de la pista del aeropuerto y a 2.400 metros al Norte de la Ruta Nacional Nº 126. Departamento Curuzú Cuatiá.",7D-319,NA,935,-29.763667,-57.997167,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Aeropuerto,Ato,NA,Corrientes,NA,Argiudoles vérticos,NA,NA,NA,ganadero,normal,moderadamente lenta,lento,0 - 1%,clase 3,clase 3,loma,8.41,0,72,No presentes,arcilloso limoso
NA,11.5,NA,16.2,7.6,8.1,7,NA,NA,NA,1.3,2.2,12,0.67,0.07,7.8,13.2,14,41.3,18.5,2.6,0.4,NA,NA,0.1,NA,NA,1.11,NA,100,NA,NA,0-20,NA,9.6,NA,NA,NA,+,10YR 3/3,NA,CaCO3 moderada cantidad,NA,friable,no adhesivo,no plástico,bloques angulares,medios,débil,Pseudo miscelios salinos,A,húmedo,5591,gradual,suave,,1356,C9,NA,NA,"Arenas, limos y arcillas fluviales",no modal,1995-01-01,Festuca,Gravas distribuidas en todo el perfil,true,s,NA,A 500 m al NE del edificio central de la EEA H. Ascasubi,NA,3963-28-2,NA,-39.393333,-62.618333,Tierras sistematizadas para riego,NA,NA,NA,NA,NA,NA,NA,NA,Buratovich,Btch,NA,Buenos Aires,NA,"Hapludol ácuico, franco grueso",NA,NA,NA,NA,NA,NA,NA,0 - 1%,NA,NA,NA,7.6,20,0,+++,franco arenoso
NA,11.6,NA,16,8,8.5,7.3,NA,NA,NA,1.4,7.1,14.4,0.21,NA,6.1,10.2,9.4,41.1,20.6,3.6,0.7,NA,NA,0.1,NA,NA,2.16,NA,100,NA,NA,20-50,NA,NA,NA,NA,NA,+,10YR 3/4,NA,CaCO3 moderada cantidad,NA,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,Bwc,húmedo,5592,gradual,suave,e f p,1356,C9,NA,NA,"Arenas, limos y arcillas fluviales",no modal,1995-01-01,Festuca,Gravas distribuidas en todo el perfil,true,s,NA,A 500 m al NE del edificio central de la EEA H. Ascasubi,NA,3963-28-2,NA,-39.393333,-62.618333,Tierras sistematizadas para riego,NA,NA,NA,NA,NA,NA,NA,NA,Buratovich,Btch,NA,Buenos Aires,NA,"Hapludol ácuico, franco grueso",NA,NA,NA,NA,NA,NA,NA,0 - 1%,NA,NA,NA,8,50,20,+,franco arenoso
NA,10.8,NA,13.2,8,8.5,7.3,NA,NA,NA,1,6.5,9.6,0.16,NA,2.8,14.4,9.4,42.9,18.4,2.7,0.7,NA,NA,2,NA,NA,1.84,NA,100,NA,NA,50-85,NA,NA,NA,NA,NA,+++,10YR 3/4,NA,CaCO3 abundantes,NA,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,finos,débil,,Ckc,húmedo,5593,gradual,suave,c m p,1356,C9,NA,NA,"Arenas, limos y arcillas fluviales",no modal,1995-01-01,Festuca,Gravas distribuidas en todo el perfil,true,s,NA,A 500 m al NE del edificio central de la EEA H. Ascasubi,NA,3963-28-2,NA,-39.393333,-62.618333,Tierras sistematizadas para riego,NA,NA,NA,NA,NA,NA,NA,NA,Buratovich,Btch,NA,Buenos Aires,NA,"Hapludol ácuico, franco grueso",NA,NA,NA,NA,NA,NA,NA,0 - 1%,NA,NA,NA,8,85,50,+,franco arenoso
NA,33.68,23.71,28.26,NA,6.1,5,1059,16.49,5.78,1.15,0.29,27.06,1.88,0.17,NA,59.06,4.98,6.36,1.06,0.42,1.06,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,0-15,NA,11,NA,NA,,NA,10YR 3/2,10YR 4/2,,duro,firme,adhesivo,plástico,bloques subangulares,finos,débil,NA,Apn,FALSE,16519,abrupto,suave,,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,6.1,18,0,3,franco arcillo limoso
NA,16.5,14.77,15.49,NA,7.2,5.6,1800,10.4,3.48,0.56,0.34,9.61,0.24,0.021,NA,33.53,28.65,20.73,4.45,1.31,1.72,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,15-40,NA,11,NA,NA,,NA,10YR 3/2,10YR 4/2,FeMn +,duro,firme,adhesivo,plástico,bloques angulares,medios,fuerte,NA,An2,FALSE,16520,gradual,,EPM,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,7.2,40,18,1,franco arenoso
NA,23.54,19.94,19.57,NA,7.2,5.6,1059,13.65,4.94,0.93,0.42,17.22,0.4,NA,NA,50.89,26.8,0.2,2.85,0.61,1.43,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,40-57,NA,NA,NA,NA,Clsk +; Hmsk ++,NA,10YR 3/3,2.5YR 3/2,FeMn +,duro,firme,adhesivo,plástico,bloques angulares,medios,moderado,NA,Btn1,FALSE,16521,gradual,,EPM,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,7.2,57,40,1,franco limoso
NA,26.84,21.3,21.46,NA,6.9,5.7,1006,14.81,5.15,0.93,0.41,21.01,0.76,NA,NA,53.2,8.32,14.28,1.95,0.62,0.62,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,57-85,NA,NA,NA,NA,Clsk y Hmsk +,NA,10YR 3/3,10YR 4/2,FeMn +++,duro,firme,adhesivo,plástico,bloques angulares,medios,moderado,NA,Btn2,FALSE,16522,gradual,,APM,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,6.9,85,57,1,franco limoso
NA,13.95,12.35,12.23,NA,7,5.5,2648,8.4,3.26,0.42,0.27,5.35,0.16,NA,NA,36.46,16.77,32.12,5.76,1.52,2.02,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,85-103,NA,NA,NA,NA,Clsk +,NA,2.5YR 4/2,2.5YR 5/2,FeMn +++,duro,firme,adhesivo,plástico,bloques angulares,medios,moderado,NA,BCn,FALSE,16523,gradual,,APG,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,7,103,85,NA,franco arenoso
NA,8.62,8.14,7.61,NA,7.1,5.5,4766,5.57,2.1,0.26,0.21,2.48,0.1,NA,NA,24.34,18.62,43.85,5.81,0.9,4,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,103-130,NA,NA,NA,NA,,NA,2.5YR 4/2,2.5YR 6/2,FeMn +++,suelto,friable,no adhesivo,ligeramente plástico,bloques angulares,medios,débil,NA,Cn,FALSE,16524,,,ASG,3640,TU C-20,170,NA,arenas y arcillas fluviales ,modal,1997-06-15,suelo arado,NA,true,sw,IV,"a 1,9 km de la ruta provincial Nº 325 a la izquierda",NA,NA,NA,-27.183333,-65.449722,Planicie,NA,NA,fresco,uniforme,nula,hídrica,NA,NA,Pueblo Viejo,NA,NA,Tucumán,NA,"Argiustol ácuico, franco grueso, mixto térmico",NA,NA,clase 0,agrícola,NA,moderadamente lenta,lento,1 - 3%,NA,clase 1,NA,7.1,130,103,NA,areno franco
18812,23.9,15.4,22.5,5.5,5.7,5,3946,11.5,2.6,1.1,0.2,25.7,2.97,0.339,16.9,37.6,34.4,2.3,NA,NA,NA,NA,NA,0,NA,NA,NA,10.4,68,60,NA,3-21,NA,9,NA,NA,,NA,10YR7/1,10YR4/2,,duro,,,,bloques subangulares,medios,moderado,10YR1/7.1,A1,S,26931,claro,suave,,6086,C 22/1804,NA,100,NA,no modal,1973-11-01,Flechillar - Gramíneas,familia fina,true,s,NA,"6.5 Km Al N de Paraje La Unión, partido Gral. Guido",IIR099,3757-7-2,45,-36.433092,-58.028814,tendido alto,NA,NA,NA,NA,NA,NA,NA,NA,El Simón Chico,NA,NA,Buenos Aires,NA,Natracuol tipico,NA,salina,NA,ganadero,subnormal,lenta,lento,0 - 1%,clase 2,clase 2,tendido,6.5,24,0,++,franco
18813,39.9,29.2,32.9,6.6,7.3,6,838,19.5,6.6,2.3,0.8,50.9,0.77,0.096,11,24.2,23.1,1.8,NA,NA,NA,NA,NA,0,NA,NA,2.76,5.9,89,83,NA,27-41,NA,8,NA,NA,clsk,NA,10YR2/1,,Fe Mn+,,muy firme,adhesivo,plástico,columnar,medios,fuerte,,B21,F,26932,abrupto,suave,cmp,6086,C 22/1804,NA,100,NA,no modal,1973-11-01,Flechillar - Gramíneas,familia fina,true,s,NA,"6.5 Km Al N de Paraje La Unión, partido Gral. Guido",IIR099,3757-7-2,45,-36.433092,-58.028814,tendido alto,NA,NA,NA,NA,NA,NA,NA,NA,El Simón Chico,NA,NA,Buenos Aires,NA,Natracuol tipico,NA,salina,NA,ganadero,subnormal,lenta,lento,0 - 1%,clase 2,clase 2,tendido,8.4,44,24,+,arcilloso
18814,30.2,NA,31.1,7.8,8.9,7.2,740,NA,NA,1.5,7,25.7,0.2,NA,23.4,43.8,26.6,2,NA,NA,NA,NA,NA,1.9,NA,NA,3.64,NA,NA,NA,NA,47-57,NA,NA,NA,NA,,NA,10YR4/4,,micro++ Fe Mn+,,friable,ligeramente adhesivo,plástico,bloques subangulares,finos,débil,Nivel de conc.,IIB22,H,26938,claro,suave,cmd,6086,C 22/1804,NA,100,NA,no modal,1973-11-01,Flechillar - Gramíneas,familia fina,true,s,NA,"6.5 Km Al N de Paraje La Unión, partido Gral. Guido",IIR099,3757-7-2,45,-36.433092,-58.028814,tendido alto,NA,NA,NA,NA,NA,NA,NA,NA,El Simón Chico,NA,NA,Buenos Aires,NA,Natracuol tipico,NA,salina,NA,ganadero,subnormal,lenta,lento,0 - 1%,clase 2,clase 2,tendido,8.4,60,44,+,franco arcilloso
18815,29.1,NA,27.6,8.1,9.1,7.3,666,NA,NA,1.7,8,23.2,NA,NA,20.5,44,30.3,1.7,NA,NA,NA,NA,NA,0.8,NA,NA,3.78,NA,NA,NA,NA,63-92,NA,NA,NA,NA,,NA,10YR4/4,,Fe Mn+,,friable,,,bloques subangulares,finos,débil,,B3,H,26939,claro,suave,amp,6086,C 22/1804,NA,100,NA,no modal,1973-11-01,Flechillar - Gramíneas,familia fina,true,s,NA,"6.5 Km Al N de Paraje La Unión, partido Gral. Guido",IIR099,3757-7-2,45,-36.433092,-58.028814,tendido alto,NA,NA,NA,NA,NA,NA,NA,NA,El Simón Chico,NA,NA,Buenos Aires,NA,Natracuol tipico,NA,salina,NA,ganadero,subnormal,lenta,lento,0 - 1%,clase 2,clase 2,tendido,8.6,95,60,V,franco
18816,37.9,NA,23.6,7.6,8.6,6.9,543,NA,NA,3.1,8.2,24.1,NA,NA,32.2,53.7,21.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,99-110,NA,NA,NA,NA,,NA,10YR3/4,,micro++,,friable,,,masiva,,,,Cx,H,26940,,,cgd,6086,C 22/1804,NA,100,NA,no modal,1973-11-01,Flechillar - Gramíneas,familia fina,true,s,NA,"6.5 Km Al N de Paraje La Unión, partido Gral. Guido",IIR099,3757-7-2,45,-36.433092,-58.028814,tendido alto,NA,NA,NA,NA,NA,NA,NA,NA,El Simón Chico,NA,NA,Buenos Aires,NA,Natracuol tipico,NA,salina,NA,ganadero,subnormal,lenta,lento,0 - 1%,clase 2,clase 2,tendido,8.2,NA,95,,franco
NA,NA,14.7,18.3,NA,5.1,NA,400,11.3,2,0.32,1.1,22.5,1.05,0.19,NA,39.7,0.7,17.5,17.2,2.4,NA,NA,NA,NA,NA,NA,NA,4.5,80.4,NA,NA,0-8,NA,10.3,1,3.6,,NA,10YR 3.5/1,10YR 4/1.5,,NA,friable,adhesivo,plástico,bloques angulares,medios,débil,Gravillas,A1,Húmedo,31567,gradual,suave,,6970,341,NA,80,NA,no modal,1982-05-14,"Bosque de Ñandubay, con pradera de pastos cortos.","Horizonte C: Estructura: Barrenado. Color solo en húmedo. No presenta datos analíticos.
Esta calicata se hizo sobre una loma chata extendida que termina en el aluvial del Mocoretá.",true,NA,NA,"Campo Estancia Las Palmas, camino interno de la misma, hacia el oeste del camino que va al Mocoretá. Departamento Curuzú Cuatiá.",NA,NA,NA,-30.357275,-58.086374,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Ñandubay Tupido,NA,NA,Corrientes,NA,NA,NA,NA,NA,ganadero,NA,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,media loma alta,5.1,8,0,Abundantes,franco
NA,NA,20.1,20,NA,6.2,NA,540,15,3.1,0.27,1.8,27.5,1.4,0.123,NA,32.4,1.2,18,17.8,3.1,NA,NA,NA,NA,NA,NA,NA,1.5,100,NA,NA,8-22,NA,8.5,1,0.4,,NA,10YR 2.5/1,10YR 3.5/1,,NA,friable,adhesivo,plástico,bloques angulares,medios,moderado,Gravillas,B1t,Húmedo,31568,claro,suave,,6970,341,NA,80,NA,no modal,1982-05-14,"Bosque de Ñandubay, con pradera de pastos cortos.","Horizonte C: Estructura: Barrenado. Color solo en húmedo. No presenta datos analíticos.
Esta calicata se hizo sobre una loma chata extendida que termina en el aluvial del Mocoretá.",true,NA,NA,"Campo Estancia Las Palmas, camino interno de la misma, hacia el oeste del camino que va al Mocoretá. Departamento Curuzú Cuatiá.",NA,NA,NA,-30.357275,-58.086374,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Ñandubay Tupido,NA,NA,Corrientes,NA,NA,NA,NA,NA,ganadero,NA,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,media loma alta,6.2,22,8,Abundantes,franco
NA,NA,25.6,30.9,NA,7,NA,400,19,3.8,0.2,2.6,39.4,0.77,0.089,NA,28.7,0.6,13.7,14.9,2.7,NA,NA,NA,NA,NA,NA,NA,2.8,82.8,NA,NA,22-35,NA,8.7,1,0.6,"clsk escasos, finos.",NA,10YR 2.5/1,10YR 3/1,,NA,friable,adhesivo,plástico,bloques angulares,medios,moderado,Gravillas,B21t,Húmedo,31569,gradual,suave,,6970,341,NA,80,NA,no modal,1982-05-14,"Bosque de Ñandubay, con pradera de pastos cortos.","Horizonte C: Estructura: Barrenado. Color solo en húmedo. No presenta datos analíticos.
Esta calicata se hizo sobre una loma chata extendida que termina en el aluvial del Mocoretá.",true,NA,NA,"Campo Estancia Las Palmas, camino interno de la misma, hacia el oeste del camino que va al Mocoretá. Departamento Curuzú Cuatiá.",NA,NA,NA,-30.357275,-58.086374,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Ñandubay Tupido,NA,NA,Corrientes,NA,NA,NA,NA,NA,ganadero,NA,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,media loma alta,7,35,22,Comunes,franco arcilloso
NA,NA,37.7,36.2,NA,7.7,NA,295,28.4,4.7,0.28,4.4,46.2,0.76,0.069,NA,23.4,0.9,12.4,14.1,3,NA,NA,NA,NA,NA,NA,NA,2.3,100,NA,NA,35-66,NA,11,1,0.1,,NA,10YR 2.5/1,10YR 3/1,"Concreciones de hierro manganeso escasas, prominentes.",NA,muy firme,adhesivo,plástico,bloques angulares,medios,moderado,Gravillas. Lentes de hierro manganeso. Gravas. Canalículos.,B22t,Fresco,31570,gradual,suave,"Comunes, débiles, finos.",6970,341,NA,80,NA,no modal,1982-05-14,"Bosque de Ñandubay, con pradera de pastos cortos.","Horizonte C: Estructura: Barrenado. Color solo en húmedo. No presenta datos analíticos.
Esta calicata se hizo sobre una loma chata extendida que termina en el aluvial del Mocoretá.",true,NA,NA,"Campo Estancia Las Palmas, camino interno de la misma, hacia el oeste del camino que va al Mocoretá. Departamento Curuzú Cuatiá.",NA,NA,NA,-30.357275,-58.086374,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Ñandubay Tupido,NA,NA,Corrientes,NA,NA,NA,NA,NA,ganadero,NA,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,media loma alta,7.7,66,35,Escasas,franco arcilloso
NA,NA,NA,25.3,NA,8.2,NA,297,NA,NA,0.25,4.2,33.5,0.15,0.019,NA,34.4,1.7,14.1,13,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,66-83,NA,7.9,NA,0,,NA,10YR 4/2,10YR 5/2,"Carbonatos de calcio comunes. Concreciones de hierro manganeso escasas, prominentes.",NA,muy firme,adhesivo,plástico,bloques angulares,medios,moderado,Gravillas. Lentes de hierro manganeso. Chorreaduras. Moteados.,B3t,Fresco,31571,gradual,suave,"Comunes, débiles, finos.",6970,341,NA,80,NA,no modal,1982-05-14,"Bosque de Ñandubay, con pradera de pastos cortos.","Horizonte C: Estructura: Barrenado. Color solo en húmedo. No presenta datos analíticos.
Esta calicata se hizo sobre una loma chata extendida que termina en el aluvial del Mocoretá.",true,NA,NA,"Campo Estancia Las Palmas, camino interno de la misma, hacia el oeste del camino que va al Mocoretá. Departamento Curuzú Cuatiá.",NA,NA,NA,-30.357275,-58.086374,NA,NA,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,NA,Ñandubay Tupido,NA,NA,Corrientes,NA,NA,NA,NA,NA,ganadero,NA,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,media loma alta,8.2,83,66,,arcilloso
